intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes
1000,2.2660429610020804e-07,0.0027624309392265192,2.2660429610020804e-07,7.446796825504981e-07,4.0,4.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_021355105.1 Burkholderia phage FLC9, ASM2135510v1",13e331eac530d8cd95d29dd884e95aec,0.0027624309392265192,1000,27,22000,output_dir/fastp/PK1_2.fq.gz,PK1,a7867e85,4412979000,31,DNA,1000,4412979,True,0.6104552188836672,0.826915273945634,0.7186852464146506,0.826915273945634,True,4,438,5371437
1000,2.2660429610020804e-07,0.0029498525073746312,2.2660429610020804e-07,1.8616992063762452e-07,1.0,1.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_002827565.1 Paramecium bursaria Chlorella virus CVA-1, ASM282756v1",ea0512f6f1e18d0edf6a3d3b3495734e,0.0029498525073746312,1000,28,21000,output_dir/fastp/PK1_2.fq.gz,PK1,a7867e85,4412979000,31,DNA,1000,4412979,True,0.6104552188836672,0.8286681651001603,0.7195616919919137,0.8286681651001603,True,1,439,5371437
1000,2.2660429610020804e-07,0.021739130434782608,2.2660429610020804e-07,1.8616992063762452e-07,1.0,1.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_000896755.1 Pseudomonas phage phi297, ViralProj82641",61952d54e71fbf2aaf93b080e0e231c7,0.021739130434782608,1000,29,20000,output_dir/fastp/PK1_2.fq.gz,PK1,a7867e85,4412979000,31,DNA,1000,4412979,True,,,,,True,1,440,5371437
1000,2.2660429610020804e-07,0.0037174721189591076,2.2660429610020804e-07,2.04786912701387e-06,11.0,11.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_902731445.1 uncultured phage, SALIVA_PHAGE_CIR_50_129",fc7a055793d579c23352d33ac3cee9bc,0.0037174721189591076,1000,30,19000,output_dir/fastp/PK1_2.fq.gz,PK1,a7867e85,4412979000,31,DNA,1000,4412979,True,0.6104552188836672,0.8348739190913931,0.7226645689875302,0.8348739190913931,True,11,451,5371437
1000,2.2660429610020804e-07,0.0029585798816568047,2.2660429610020804e-07,3.7233984127524904e-07,2.0,2.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_000922335.1 Aureococcus anophagefferens virus, ViralProj258005",d370d7caa7050f67a6f2a0e11a0d5448,0.0029585798816568047,1000,31,18000,output_dir/fastp/PK1_2.fq.gz,PK1,a7867e85,4412979000,31,DNA,1000,4412979,True,0.6104552188836672,0.8287471385841186,0.719601178733893,0.8287471385841186,True,2,453,5371437
1000,2.2660429610020804e-07,0.0294117647058824,2.2660429610020804e-07,1.8616992063762452e-07,1.0,1.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_012945855.1 Marine virus AFVG_250M711, ASM1294585v1",5ba8e46ee0ede37dddd3b2938d492519,0.0294117647058824,1000,32,17000,output_dir/fastp/PK1_2.fq.gz,PK1,a7867e85,4412979000,31,DNA,1000,4412979,True,,,,,True,1,454,5371437
1000,2.2660429610020804e-07,0.002652519893899204,2.2660429610020804e-07,7.446796825504981e-07,4.0,4.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_903231945.1 freshwater metagenome, UFOv-Jr-28jun17-C15",0e40fb1552ebb52367e5b76d8e1ecfa5,0.002652519893899204,1000,33,16000,output_dir/fastp/PK1_2.fq.gz,PK1,a7867e85,4412979000,31,DNA,1000,4412979,True,0.6104552188836672,0.8258329645690279,0.7181440917263475,0.8258329645690279,True,4,458,5371437
1000,2.2660429610020804e-07,0.0006557377049180328,2.2660429610020804e-07,3.7233984127524904e-07,2.0,2.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_002966275.1 Klosneuvirus KNV1, ASM296627v1",bf38c7df6b7c8e30daf213ae524c2588,0.0006557377049180328,1000,34,15000,output_dir/fastp/PK1_2.fq.gz,PK1,a7867e85,4412979000,31,DNA,1000,4412979,True,0.6104552188836672,0.7894304535847658,0.6999428362342165,0.7894304535847658,True,2,460,5371437
1000,2.2660429610020804e-07,0.006329113924050633,2.2660429610020804e-07,7.446796825504981e-07,4.0,4.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_002149605.1 Bacillus phage Moonbeam, ViralProj266637.6",6c30db839dbab70567fd56e7061ba3ea,0.006329113924050633,1000,35,14000,output_dir/fastp/PK1_2.fq.gz,PK1,a7867e85,4412979000,31,DNA,1000,4412979,True,0.6104552188836672,0.8493282660251489,0.729891742454408,0.8493282660251489,True,4,464,5371437
1000,2.2660429610020804e-07,0.02127659574468085,2.2660429610020804e-07,1.8616992063762452e-07,1.0,1.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_012936895.1 Marine virus AFVG_250M101, ASM1293689v1",36eb7e631dcb4d624bcab826a06d6646,0.02127659574468085,1000,36,13000,output_dir/fastp/PK1_2.fq.gz,PK1,a7867e85,4412979000,31,DNA,1000,4412979,True,,,,,True,1,465,5371437
1000,2.2660429610020804e-07,0.006896551724137931,2.2660429610020804e-07,1.8616992063762452e-07,1.0,1.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_003328805.1 Staphylococcus phage UPMK_1, ASM332880v1",127c14c0b739246ed8ad3d2deb5923b0,0.006896551724137931,1000,37,12000,output_dir/fastp/PK1_2.fq.gz,PK1,a7867e85,4412979000,31,DNA,1000,4412979,True,0.6104552188836672,0.85168392745906,0.7310695731713636,0.85168392745906,True,1,466,5371437
1000,2.2660429610020804e-07,0.0007656967840735069,2.2660429610020804e-07,7.446796825504981e-07,4.0,4.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_002966255.1 Hokovirus HKV1, ASM296625v1",8586a60f9b2abceac01ff879afdb6665,0.0007656967840735069,1000,38,11000,output_dir/fastp/PK1_2.fq.gz,PK1,a7867e85,4412979000,31,DNA,1000,4412979,True,0.6104552188836672,0.7933881397343449,0.701921679309006,0.7933881397343449,True,4,470,5371437
1000,2.2660429610020804e-07,0.07692324966770896,2.2660429610020804e-07,5.585097619128736e-07,3.0,3.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_018591305.1 Hymenopteran chu-related virus OKIAV123, ASM1859130v1",8df87f4358d869e14720f813fdf51ccb,0.07692324966770896,1000,39,10000,output_dir/fastp/PK1_2.fq.gz,PK1,a7867e85,4412979000,31,DNA,1000,4412979,True,,,,,True,3,473,5371437
1000,2.2660429610020804e-07,0.005747126436781609,2.2660429610020804e-07,5.771267539766361e-06,31.0,31.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_903232575.1 freshwater metagenome, UFOv-Jr-28jun17-C84",5dc7f0120033f8a2ec09f5d0ad5df4ae,0.005747126436781609,1000,40,9000,output_dir/fastp/PK1_2.fq.gz,PK1,a7867e85,4412979000,31,DNA,1000,4412979,True,0.6104552188836672,0.8466895853573394,0.7285724021205033,0.8466895853573394,True,31,504,5371437
1000,2.2660429610020804e-07,0.07142863040894061,2.2660429610020804e-07,3.7233984127524904e-07,2.0,2.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_000954755.2 Mulberry vein banding virus, ViralMultiSegProj277203",1193d7747b395ddbb495aa6e357edbe2,0.07142863040894061,1000,41,8000,output_dir/fastp/PK1_2.fq.gz,PK1,a7867e85,4412979000,31,DNA,1000,4412979,True,,,,,True,2,506,5371437
1000,2.2660429610020804e-07,0.003861003861003861,2.2660429610020804e-07,1.8616992063762452e-07,1.0,1.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_000912555.1 Pseudomonas phage PaBG, ViralProj215670",28ffe3262645d9a102b7bedcf73ce807,0.003861003861003861,1000,42,7000,output_dir/fastp/PK1_2.fq.gz,PK1,a7867e85,4412979000,31,DNA,1000,4412979,True,0.6104552188836672,0.8358947941628209,0.7231750065232441,0.8358947941628209,True,1,507,5371437
1000,2.2660429610020804e-07,0.02,2.2660429610020804e-07,1.1170195238257473e-06,6.0,6.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_020523135.1 Escherichia phage ULINTec4, ASM2052313v1",3214e68ef97c62950363aaa7f19dbc0b,0.02,1000,43,6000,output_dir/fastp/PK1_2.fq.gz,PK1,a7867e85,4412979000,31,DNA,1000,4412979,True,,,,,True,6,513,5371437
1000,2.2660429610020804e-07,0.003134796238244514,2.2660429610020804e-07,1.8616992063762452e-07,1.0,1.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_017121825.1 Microcystis phage MaAM05, ASM1712182v1",0a3a99df3e4da5b586d9fd78077d6177,0.003134796238244514,1000,44,5000,output_dir/fastp/PK1_2.fq.gz,PK1,a7867e85,4412979000,31,DNA,1000,4412979,True,0.6104552188836672,0.8302952599742274,0.7203752394289473,0.8302952599742274,True,1,514,5371437
1000,2.2660429610020804e-07,0.03333333333333641,2.2660429610020804e-07,1.8616992063762452e-07,1.0,1.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_013089395.1 uncultured human fecal virus, ASM1308939v1",4b26b2f48fc99a53ee485bf6b81164b9,0.03333333333333641,1000,45,4000,output_dir/fastp/PK1_2.fq.gz,PK1,a7867e85,4412979000,31,DNA,1000,4412979,True,,,,,True,1,515,5371437
1000,2.2660429610020804e-07,0.0125,2.2660429610020804e-07,3.7233984127524904e-07,2.0,2.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_002743555.1 Mycobacterium phage Finemlucis, ASM274355v1",f6fe97381c270a8dcb8832f4b7e51fc7,0.0125,1000,46,3000,output_dir/fastp/PK1_2.fq.gz,PK1,a7867e85,4412979000,31,DNA,1000,4412979,True,,,,,True,2,517,5371437
1000,2.2660429610020804e-07,0.021739130434782608,2.2660429610020804e-07,3.7233984127524904e-07,2.0,2.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_012936995.1 Marine virus AFVG_250M1019, ASM1293699v1",5654a4a6cac8f47f767b73927fba2fe6,0.021739130434782608,1000,47,2000,output_dir/fastp/PK1_2.fq.gz,PK1,a7867e85,4412979000,31,DNA,1000,4412979,True,,,,,True,2,519,5371437
1000,2.2660429610020804e-07,0.008264462809917356,2.2660429610020804e-07,1.8616992063762452e-07,1.0,1.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_002080335.1 Rhizobium phage RHEph10, ViralProj381660",6bb68904caf5e32052aa2eee7fb6295c,0.008264462809917356,1000,48,1000,output_dir/fastp/PK1_2.fq.gz,PK1,a7867e85,4412979000,31,DNA,1000,4412979,True,0.6104552188836672,0.8566696383930442,0.7335624286383557,0.8566696383930442,True,1,520,5371437
1000,2.2660429610020804e-07,0.007246376811594203,2.2660429610020804e-07,1.8616992063762452e-07,1.0,1.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_002814715.1 Bubaline alphaherpesvirus 1 strain=b6, ASM281471v1",1bebbeacb791e6325d3f34108bd68f29,0.007246376811594203,1000,49,0,output_dir/fastp/PK1_2.fq.gz,PK1,a7867e85,4412979000,31,DNA,1000,4412979,True,0.6104552188836672,0.8530444119420326,0.7317498154128499,0.8530444119420326,True,1,521,5371437
